Date ,Ward,Cumulative_cases,Num_of_sealed_buildings,Num_of_containment_zones_slums_and_chawls,Num_of_sealed_floors
2021-01-25,D,14029,148,4,
2021-01-25,E,10096,0,0,
2021-01-25,FN,11618,0,0,
2021-01-25,FS,11025,47,9,
2021-01-25,GN,14466,86,12,
2021-01-25,GS,10650,3,0,
2021-01-25,HE,10047,70,14,
2021-01-25,HW,10770,97,1,
2021-01-25,KE,18084,82,18,
2021-01-25,KW,20151,205,12,
2021-01-25,L,11491,42,15,
2021-01-25,ME,9372,30,11,
2021-01-25,MW,9227,109,5,
2021-01-25,N,15033,188,26,
2021-01-25,PN,18560,88,4,
2021-01-25,PS,12282,105,6,
2021-01-25,RC,21969,248,0,
2021-01-25,RN,9368,72,7,
2021-01-25,RS,18631,256,11,
2021-01-25,S,15018,41,10,
2021-01-25,T,15434,190,8,
2021-01-26,A,7324,37,1,
2021-01-26,B,2216,16,3,
2021-01-26,C,4023,26,11,
2021-01-26,D,14048,153,4,
2021-01-26,E,10111,0,0,
2021-01-26,FN,11625,94,8,
2021-01-26,FS,11029,43,8,
2021-01-26,GN,14476,86,12,
2021-01-26,GS,10663,3,0,
2021-01-26,HE,10053,72,13,
2021-01-26,HW,10777,91,1,
2021-01-26,KE,18099,87,19,
2021-01-26,KW,20175,208,13,
2021-01-26,L,11506,44,16,
2021-01-26,ME,9380,30,11,
2021-01-26,MW,9233,107,4,
2021-01-26,N,15061,200,25,
2021-01-26,PN,18575,87,4,
2021-01-26,PS,12296,111,6,
2021-01-26,RC,21984,240,0,
2021-01-26,RN,9374,76,7,
2021-01-26,RS,18646,239,11,
2021-01-26,S,15035,40,10,
2021-01-26,T,15456,189,8,
2021-01-27,A,7331,35,2,
2021-01-27,B,2217,15,3,
2021-01-27,C,4026,24,10,
2021-01-27,D,14066,146,4,
2021-01-27,E,10119,8,1,
2021-01-27,FN,11648,87,7,
2021-01-27,FS,11038,43,10,
2021-01-27,GN,14481,88,12,
2021-01-27,GS,10671,2,0,
2021-01-27,HE,10068,68,13,
2021-01-27,HW,10794,85,1,
2021-01-27,KE,18137,109,18,
2021-01-27,KW,20214,215,14,
2021-01-27,L,11514,42,16,
2021-01-27,ME,9402,52,19,
2021-01-27,MW,9245,111,6,
2021-01-27,N,15087,200,23,
2021-01-27,PN,18598,95,4,
2021-01-27,PS,12305,103,5,
2021-01-27,RC,22006,243,0,
2021-01-27,RN,9377,70,5,
2021-01-27,RS,18665,228,11,
2021-01-27,S,15056,36,10,
2021-01-27,T,15495,185,9,
2021-01-28,A,7337,34,2,
2021-01-28,B,2219,14,3,
2021-01-28,C,4027,24,10,
2021-01-28,D,14076,141,4,
2021-01-28,E,10129,8,1,
2021-01-28,FN,11665,74,7,
2021-01-28,FS,11053,44,11,
2021-01-28,GN,14495,88,12,
2021-01-28,GS,10684,2,0,
2021-01-28,HE,10078,70,12,
2021-01-28,HW,10810,83,1,
2021-01-28,KE,18154,103,18,
2021-01-28,KW,20230,204,13,
2021-01-28,L,11524,34,12,
2021-01-28,ME,9414,51,19,
2021-01-28,MW,9265,106,6,
2021-01-28,N,15107,194,23,
2021-01-28,PN,18616,113,4,
2021-01-28,PS,12315,98,6,
2021-01-28,RC,22037,221,0,
2021-01-28,RN,9385,67,4,
2021-01-28,RS,18682,225,11,
2021-01-28,S,15071,35,9,
2021-01-28,T,15531,186,10,
2021-01-29,A,7347,35,3,
2021-01-29,B,2222,14,2,
2021-01-29,C,4033,23,9,
2021-01-29,D,14093,135,5,
2021-01-29,E,10138,8,1,
2021-01-29,FN,11689,62,7,
2021-01-29,FS,11059,41,11,
2021-01-29,GN,14510,105,18,
2021-01-29,GS,10695,2,0,
2021-01-29,HE,10095,60,10,
2021-01-29,HW,10843,88,1,
2021-01-29,KE,18174,107,16,
2021-01-29,KW,20273,201,13,
2021-01-29,L,11539,30,12,
2021-01-29,ME,9430,46,18,
2021-01-29,MW,9279,101,5,
2021-01-29,N,15150,197,26,
2021-01-29,PN,18637,107,4,
2021-01-29,PS,12334,99,6,
2021-01-29,RC,22075,224,0,
2021-01-29,RN,9397,68,5,
2021-01-29,RS,18701,211,11,
2021-01-29,S,15087,37,8,
2021-01-29,T,15562,187,10,
2021-01-30,A,7357,31,3,
2021-01-30,B,2226,15,2,
2021-01-30,C,4034,22,10,
2021-01-30,D,14107,124,5,
2021-01-30,E,10153,8,1,
2021-01-30,FN,11704,47,7,
2021-01-30,FS,11069,43,11,
2021-01-30,GN,14523,108,19,
2021-01-30,GS,10705,2,0,
2021-01-30,HE,10109,62,9,
2021-01-30,HW,10856,84,1,
2021-01-30,KE,18195,100,17,
2021-01-30,KW,20301,195,10,
2021-01-30,L,11556,27,12,
2021-01-30,ME,9453,44,18,
2021-01-30,MW,9306,102,5,
2021-01-30,N,15166,178,25,
2021-01-30,PN,18655,99,4,
2021-01-30,PS,12347,92,5,
2021-01-30,RC,22086,223,0,
2021-01-30,RN,9403,63,5,
2021-01-30,RS,18721,196,11,
2021-01-30,S,15111,37,8,
2021-01-30,T,15595,184,11,
2021-01-31,A,7367,30,3,
2021-01-31,B,2227,14,2,
2021-01-31,C,4034,20,8,
2021-01-31,D,14130,126,5,
2021-01-31,E,10158,8,1,
2021-01-31,FN,11728,39,5,
2021-01-31,FS,11080,44,11,
2021-01-31,GN,14537,98,19,
2021-01-31,GS,10711,2,0,
2021-01-31,HE,10123,55,9,
2021-01-31,HW,10870,71,1,
2021-01-31,KE,18225,88,17,
2021-01-31,KW,20337,206,10,
2021-01-31,L,11580,28,12,
2021-01-31,ME,9471,38,16,
2021-01-31,MW,9322,97,4,
2021-01-31,N,15200,198,26,
2021-01-31,PN,18679,95,4,
2021-01-31,PS,12358,85,5,
2021-01-31,RC,22115,197,0,
2021-01-31,RN,9414,63,5,
2021-01-31,RS,18738,181,11,
2021-01-31,S,15131,37,8,
2021-01-31,T,15625,182,10,
2021-02-01,A,7367,32,4,
2021-02-01,B,2228,14,4,
2021-02-01,C,4036,19,7,
2021-02-01,D,14136,127,5,
2021-02-01,E,10167,7,1,
2021-02-01,FN,11750,28,4,
2021-02-01,FS,11086,42,11,
2021-02-01,GN,14545,104,16,
2021-02-01,GS,10718,2,0,
2021-02-01,HE,10137,59,10,
2021-02-01,HW,10881,81,1,
2021-02-01,KE,18239,100,15,
2021-02-01,KW,20361,204,10,
2021-02-01,L,11607,29,11,
2021-02-01,ME,9484,37,12,
2021-02-01,MW,9328,109,5,
2021-02-01,N,15214,195,25,
2021-02-01,PN,18689,131,0,
2021-02-01,PS,12380,79,6,
2021-02-01,RC,22139,218,0,
2021-02-01,RN,9419,65,6,
2021-02-01,RS,18756,188,11,
2021-02-01,S,15146,36,8,
2021-02-01,T,15650,179,10,
2021-02-02,A,7376,29,3,
2021-02-02,B,2233,15,3,
2021-02-02,C,4039,17,7,
2021-02-02,D,14152,121,5,
2021-02-02,E,10182,7,1,
2021-02-02,FN,11765,57,8,
2021-02-02,FS,11094,44,11,
2021-02-02,GN,14558,98,15,
2021-02-02,GS,10730,1,0,
2021-02-02,HE,10144,64,9,
2021-02-02,HW,10889,76,1,
2021-02-02,KE,18263,98,15,
2021-02-02,KW,20382,205,10,
2021-02-02,L,11620,29,10,
2021-02-02,ME,9496,31,10,
2021-02-02,MW,9339,110,6,
2021-02-02,N,15229,192,23,
2021-02-02,PN,18701,119,0,
2021-02-02,PS,12391,80,6,
2021-02-02,RC,22155,233,0,
2021-02-02,RN,9420,65,6,
2021-02-02,RS,18766,183,11,
2021-02-02,S,15172,36,8,
2021-02-02,T,15674,171,9,
2021-02-03,A,7382,34,3,
2021-02-03,B,2233,14,3,
2021-02-03,C,4041,18,7,
2021-02-03,D,14166,111,4,
2021-02-03,E,10195,7,1,
2021-02-03,FN,11792,46,8,
2021-02-03,FS,11101,39,9,
2021-02-03,GN,14573,97,15,
2021-02-03,GS,10745,1,0,
2021-02-03,HE,10160,65,10,
2021-02-03,HW,10905,78,1,
2021-02-03,KE,18286,107,13,
2021-02-03,KW,20413,205,11,
2021-02-03,L,11640,29,10,
2021-02-03,ME,9505,26,10,
2021-02-03,MW,9355,96,6,
2021-02-03,N,15244,179,21,
2021-02-03,PN,18714,108,3,
2021-02-03,PS,12399,75,7,
2021-02-03,RC,22171,220,0,
2021-02-03,RN,9432,63,6,
2021-02-03,RS,18784,175,11,
2021-02-03,S,15193,37,8,
2021-02-03,T,15726,182,9,
2021-02-04,A,7390,34,3,
2021-02-04,B,2239,15,4,
2021-02-04,C,4041,14,6,
2021-02-04,D,14185,107,3,
2021-02-04,E,10204,7,1,
2021-02-04,FN,11810,40,4,
2021-02-04,FS,11106,39,9,
2021-02-04,GN,14583,97,14,
2021-02-04,GS,10749,0,0,
2021-02-04,HE,10176,59,10,
2021-02-04,HW,10924,76,1,
2021-02-04,KE,18310,115,13,
2021-02-04,KW,20467,216,9,
2021-02-04,L,11659,29,9,
2021-02-04,ME,9525,23,8,
2021-02-04,MW,9367,94,6,
2021-02-04,N,15275,170,19,
2021-02-04,PN,18736,98,4,
2021-02-04,PS,12421,70,8,
2021-02-04,RC,22199,202,0,
2021-02-04,RN,9438,62,6,
2021-02-04,RS,18804,167,10,
2021-02-04,S,15223,35,8,
2021-02-04,T,15749,178,8,
2021-02-05,A,7393,32,3,
2021-02-05,B,2240,14,4,
2021-02-05,C,4050,14,5,
2021-02-05,D,14199,100,3,
2021-02-05,E,10216,5,1,
2021-02-05,FN,11824,28,3,
2021-02-05,FS,11114,35,9,
2021-02-05,GN,14601,101,19,
2021-02-05,GS,10760,0,0,
2021-02-05,HE,10185,60,8,
2021-02-05,HW,10947,92,1,
2021-02-05,KE,18336,117,16,
2021-02-05,KW,20505,219,10,
2021-02-05,L,11673,30,7,
2021-02-05,ME,9532,19,7,
2021-02-05,MW,9382,98,5,
2021-02-05,N,15295,190,18,
2021-02-05,PN,18751,80,5,
2021-02-05,PS,12436,67,8,
2021-02-05,RC,22232,195,0,
2021-02-05,RN,9452,63,7,
2021-02-05,RS,18814,163,9,
2021-02-05,S,15233,35,8,
2021-02-05,T,15780,172,9,
2021-02-06,A,7397,32,3,
2021-02-06,B,2241,14,3,
2021-02-06,C,4054,14,6,
2021-02-06,D,14215,94,3,
2021-02-06,E,10226,5,1,
2021-02-06,FN,11838,21,1,
2021-02-06,FS,11125,33,8,
2021-02-06,GN,14619,99,20,
2021-02-06,GS,10769,0,0,
2021-02-06,HE,10197,58,6,
2021-02-06,HW,10964,99,1,
2021-02-06,KE,18357,109,16,
2021-02-06,KW,20543,224,11,
2021-02-06,L,11686,31,7,
2021-02-06,ME,9544,13,6,
2021-02-06,MW,9410,93,4,
2021-02-06,N,15318,188,17,
2021-02-06,PN,18764,73,5,
2021-02-06,PS,12455,69,8,
2021-02-06,RC,22253,172,0,
2021-02-06,RN,9456,61,6,
2021-02-06,RS,18837,157,9,
2021-02-06,S,15246,35,9,
2021-02-06,T,15804,175,8,
2021-02-07,A,7409,35,4,
2021-02-07,B,2242,14,3,
2021-02-07,C,4056,14,6,
2021-02-07,D,14229,96,3,
2021-02-07,E,10239,4,1,
2021-02-07,FN,11856,11,1,
2021-02-07,FS,11134,31,8,
2021-02-07,GN,14631,93,18,
2021-02-07,GS,10778,0,0,
2021-02-07,HE,10207,51,6,
2021-02-07,HW,10977,99,1,
2021-02-07,KE,18405,101,11,
2021-02-07,KW,20574,227,10,
2021-02-07,L,11717,31,6,
2021-02-07,ME,9556,7,0,
2021-02-07,MW,9436,92,4,
2021-02-07,N,15341,183,17,
2021-02-07,PN,18775,81,9,
2021-02-07,PS,12471,71,8,
2021-02-07,RC,22276,149,0,
2021-02-07,RN,9463,60,5,
2021-02-07,RS,18855,146,8,
2021-02-07,S,15268,32,8,
2021-02-07,T,15837,187,8,
2021-02-08,A,7413,34,4,
2021-02-08,B,2245,15,4,
2021-02-08,C,4057,11,3,
2021-02-08,D,14245,101,3,
2021-02-08,E,10245,4,0,
2021-02-08,FN,11873,4,1,
2021-02-08,FS,11140,30,8,
2021-02-08,GN,14652,83,17,
2021-02-08,GS,10789,0,0,
2021-02-08,HE,10216,48,6,
2021-02-08,HW,10987,99,1,
2021-02-08,KE,18424,101,11,
2021-02-08,KW,20598,224,11,
2021-02-08,L,11747,35,6,
2021-02-08,ME,9560,8,1,
2021-02-08,MW,9453,99,4,
2021-02-08,N,15352,179,19,
2021-02-08,PN,18793,83,9,
2021-02-08,PS,12496,75,7,
2021-02-08,RC,22308,191,0,
2021-02-08,RN,9470,62,5,
2021-02-08,RS,18878,149,9,
2021-02-08,S,15295,35,9,
2021-02-08,T,15870,191,7,
2021-02-09,A,7420,34,4,
2021-02-09,B,2245,13,4,
2021-02-09,C,4057,10,3,
2021-02-09,D,14255,103,3,
2021-02-09,E,10261,7,2,
2021-02-09,FN,11887,2,0,
2021-02-09,FS,11146,29,8,
2021-02-09,GN,14664,77,17,
2021-02-09,GS,10796,0,0,
2021-02-09,HE,10225,51,7,
2021-02-09,HW,11003,100,1,
2021-02-09,KE,18454,104,10,
2021-02-09,KW,20620,223,11,
2021-02-09,L,11761,39,7,
2021-02-09,ME,9570,7,1,
2021-02-09,MW,9477,103,3,
2021-02-09,N,15378,164,18,
2021-02-09,PN,18811,99,8,
2021-02-09,PS,12502,73,7,
2021-02-09,RC,22316,182,0,
2021-02-09,RN,9474,64,5,
2021-02-09,RS,18897,139,9,
2021-02-09,S,15320,35,12,
2021-02-09,T,15900,198,7,
2021-02-10,A,7438,32,4,
2021-02-10,B,2247,12,4,
2021-02-10,C,4060,12,3,
2021-02-10,D,14273,104,3,
2021-02-10,E,10274,6,2,
2021-02-10,FN,11906,1,0,
2021-02-10,FS,11153,26,8,
2021-02-10,GN,14688,80,17,
2021-02-10,GS,10816,0,0,
2021-02-10,HE,10235,52,8,
2021-02-10,HW,11015,97,1,
2021-02-10,KE,18487,90,9,
2021-02-10,KW,20665,225,12,
2021-02-10,L,11777,40,8,
2021-02-10,ME,9586,45,19,
2021-02-10,MW,9508,114,3,
2021-02-10,N,15400,152,17,
2021-02-10,PN,18830,86,7,
2021-02-10,PS,12528,78,7,
2021-02-10,RC,22345,167,0,
2021-02-10,RN,9493,69,7,
2021-02-10,RS,18920,152,10,
2021-02-10,S,15349,35,13,
2021-02-10,T,15945,205,8,
2021-02-11,A,7450,0,2,
2021-02-11,B,2248,12,3,
2021-02-11,C,4062,11,3,
2021-02-11,D,14285,106,3,
2021-02-11,E,10293,6,2,
2021-02-11,FN,11924,1,0,
2021-02-11,FS,11161,9,0,
2021-02-11,GN,14706,0,0,
2021-02-11,GS,10826,0,0,
2021-02-11,HE,10253,45,7,
2021-02-11,HW,11037,93,1,
2021-02-11,KE,18521,72,12,
2021-02-11,KW,20703,219,12,
2021-02-11,L,11800,39,9,
2021-02-11,ME,9609,44,18,
2021-02-11,MW,9533,108,3,
2021-02-11,N,15426,179,19,
2021-02-11,PN,18846,52,4,
2021-02-11,PS,12550,86,6,
2021-02-11,RC,22371,148,0,
2021-02-11,RN,9504,18,7,
2021-02-11,RS,18950,154,9,
2021-02-11,S,15372,32,13,
2021-02-11,T,15978,204,7,
2021-02-12,A,7463,3,2,
2021-02-12,B,2249,10,3,
2021-02-12,C,4064,11,1,
2021-02-12,D,14316,100,2,
2021-02-12,E,10318,5,2,
2021-02-12,FN,11958,1,0,
2021-02-12,FS,11179,9,0,
2021-02-12,GN,14725,0,0,
2021-02-12,GS,10834,0,0,
2021-02-12,HE,10265,48,7,
2021-02-12,HW,11062,103,1,
2021-02-12,KE,18557,68,9,
2021-02-12,KW,20740,200,11,
2021-02-12,L,11814,39,9,
2021-02-12,ME,9625,41,15,
2021-02-12,MW,9569,103,3,
2021-02-12,N,15438,160,12,
2021-02-12,PN,18868,30,4,
2021-02-12,PS,12583,0,6,
2021-02-12,RC,22405,159,0,
2021-02-12,RN,9515,17,6,
2021-02-12,RS,18981,161,9,
2021-02-12,S,15394,33,13,
2021-02-12,T,16025,187,7,
2021-02-13,A,7472,3,2,
2021-02-13,B,2250,10,3,
2021-02-13,C,4074,11,1,
2021-02-13,D,14344,93,2,
2021-02-13,E,10325,5,2,
2021-02-13,FN,11986,0,0,
2021-02-13,FS,11190,9,0,
2021-02-13,GN,14743,0,0,
2021-02-13,GS,10843,0,0,
2021-02-13,HE,10290,42,7,
2021-02-13,HW,11079,97,1,
2021-02-13,KE,18589,62,9,
2021-02-13,KW,20781,151,2,
2021-02-13,L,11828,38,9,
2021-02-13,ME,9647,38,11,
2021-02-13,MW,9598,34,3,
2021-02-13,N,15459,151,11,
2021-02-13,PN,18888,17,4,
2021-02-13,PS,12605,0,6,
2021-02-13,RC,22427,40,0,
2021-02-13,RN,9525,2,1,
2021-02-13,RS,19002,61,0,
2021-02-13,S,15426,28,9,
2021-02-13,T,16058,181,5,
2021-02-14,A,7483,3,2,
2021-02-14,B,2252,12,3,
2021-02-14,C,4079,8,1,
2021-02-14,D,14378,92,0,
2021-02-14,E,10346,5,2,
2021-02-14,FN,12019,0,0,
2021-02-14,FS,11202,9,0,
2021-02-14,GN,14760,0,0,
2021-02-14,GS,10858,0,0,
2021-02-14,HE,10311,39,7,
2021-02-14,HW,11109,99,1,
2021-02-14,KE,18626,36,5,
2021-02-14,KW,20831,100,2,
2021-02-14,L,11850,37,8,
2021-02-14,ME,9664,32,9,
2021-02-14,MW,9609,41,4,
2021-02-14,N,15494,160,14,
2021-02-14,PN,18906,6,4,
2021-02-14,PS,12638,23,7,
2021-02-14,RC,22451,40,0,
2021-02-14,RN,9541,5,1,
2021-02-14,RS,19023,13,0,
2021-02-14,S,15465,30,10,
2021-02-14,T,16113,202,5,
2021-02-15,A,7486,9,1,
2021-02-15,B,2253,8,2,
2021-02-15,C,4084,6,1,
2021-02-15,D,14399,83,0,
2021-02-15,E,10356,5,2,
2021-02-15,FN,12044,0,0,
2021-02-15,FS,11220,9,0,
2021-02-15,GN,14783,0,0,
2021-02-15,GS,10866,0,0,
2021-02-15,HE,10327,26,7,
2021-02-15,HW,11134,85,1,
2021-02-15,KE,18656,27,4,
2021-02-15,KW,20866,36,2,
2021-02-15,L,11866,36,8,
2021-02-15,ME,9676,21,6,
2021-02-15,MW,9624,35,3,
2021-02-15,N,15522,139,13,
2021-02-15,PN,18935,0,4,
2021-02-15,PS,12654,24,6,
2021-02-15,RC,22473,56,0,
2021-02-15,RN,9552,5,1,
2021-02-15,RS,19043,0,0,
2021-02-15,S,15487,30,10,
2021-02-15,T,16156,170,5,
2021-02-16,A,7503,0,0,
2021-02-16,B,2256,0,0,
2021-02-16,C,4085,5,1,
2021-02-16,D,14425,5,0,
2021-02-16,E,10374,5,1,
2021-02-16,FN,12058,0,0,
2021-02-16,FS,11232,9,0,
2021-02-16,GN,14798,0,0,
2021-02-16,GS,10877,0,0,
2021-02-16,HE,10337,26,6,
2021-02-16,HW,11152,8,1,
2021-02-16,KE,18696,5,3,
2021-02-16,KW,20891,0,2,
2021-02-16,L,11876,36,8,
2021-02-16,ME,9688,21,5,
2021-02-16,MW,9640,35,3,
2021-02-16,N,15550,142,10,
2021-02-16,PN,18953,0,2,
2021-02-16,PS,12677,2,4,
2021-02-16,RC,22494,43,0,
2021-02-16,RN,9562,5,1,
2021-02-16,RS,19067,0,0,
2021-02-16,S,15498,27,10,
2021-02-16,T,16182,171,4,
2021-02-17,A,7517,7,0,
2021-02-17,B,2266,1,0,
2021-02-17,C,4093,3,0,
2021-02-17,D,14460,5,0,
2021-02-17,E,10398,4,1,
2021-02-17,FN,12085,0,0,
2021-02-17,FS,11247,9,0,
2021-02-17,GN,14831,0,0,
2021-02-17,GS,10889,0,0,
2021-02-17,HE,10344,29,6,
2021-02-17,HW,11207,13,1,
2021-02-17,KE,18727,2,3,
2021-02-17,KW,20942,0,0,
2021-02-17,L,11896,1,8,
2021-02-17,ME,9703,14,5,
2021-02-17,MW,9667,31,3,
2021-02-17,N,15582,107,10,
2021-02-17,PN,18988,0,2,
2021-02-17,PS,12694,1,3,
2021-02-17,RC,22530,0,0,
2021-02-17,RN,9582,4,1,
2021-02-17,RS,19098,0,0,
2021-02-17,S,15539,26,10,
2021-02-17,T,16245,1,4,
2021-02-18,A,7534,7,0,
2021-02-18,B,2270,0,0,
2021-02-18,C,4106,0,0,
2021-02-18,D,14496,5,0,
2021-02-18,E,10410,4,1,
2021-02-18,FN,12114,0,0,
2021-02-18,FS,11261,9,0,
2021-02-18,GN,14852,0,0,
2021-02-18,GS,10908,0,0,
2021-02-18,HE,10381,29,6,
2021-02-18,HW,11258,23,1,
2021-02-18,KE,18763,1,3,
2021-02-18,KW,20996,0,0,
2021-02-18,L,11932,1,8,
2021-02-18,ME,9722,14,5,
2021-02-18,MW,9690,34,3,
2021-02-18,N,15634,107,10,
2021-02-18,PN,19016,0,2,
2021-02-18,PS,12714,2,3,
2021-02-18,RC,22559,54,0,
2021-02-18,RN,9600,4,1,
2021-02-18,RS,19135,0,0,
2021-02-18,S,15579,26,10,
2021-02-18,T,16293,1,4,
2021-02-19,A,7554,28,1,
2021-02-19,B,2273,15,2,
2021-02-19,C,4120,5,0,
2021-02-19,D,14530,110,1,
2021-02-19,E,10430,24,3,
2021-02-19,FN,12156,0,0,
2021-02-19,FS,11287,12,3,
2021-02-19,GN,14876,7,1,
2021-02-19,GS,10927,0,0,
2021-02-19,HE,10411,55,9,
2021-02-19,HW,11309,97,1,
2021-02-19,KE,18809,23,2,
2021-02-19,KW,21053,74,6,
2021-02-19,L,11959,1,8,
2021-02-19,ME,9746,18,5,
2021-02-19,MW,9745,105,5,
2021-02-19,N,15694,125,10,
2021-02-19,PN,19039,7,2,
2021-02-19,PS,12736,125,6,
2021-02-19,RC,22583,106,0,
2021-02-19,RN,9613,12,1,
2021-02-19,RS,19172,90,6,
2021-02-19,S,15623,33,12,
2021-02-19,T,16357,233,9,
2021-02-20,A,7569,34,4,
2021-02-20,B,2276,13,1,
2021-02-20,C,4128,3,0,
2021-02-20,D,14561,94,1,
2021-02-20,E,10448,12,1,
2021-02-20,FN,12202,0,0,
2021-02-20,FS,11309,11,2,
2021-02-20,GN,14898,7,1,
2021-02-20,GS,10940,1,0,
2021-02-20,HE,10440,47,6,
2021-02-20,HW,11344,31,1,
2021-02-20,KE,18865,2,1,
2021-02-20,KW,21110,76,2,
2021-02-20,L,11992,1,6,
2021-02-20,ME,9760,8,2,
2021-02-20,MW,9788,95,6,
2021-02-20,N,15751,93,6,
2021-02-20,PN,19082,1,0,
2021-02-20,PS,12764,125,5,
2021-02-20,RC,22642,55,0,
2021-02-20,RN,9633,13,1,
2021-02-20,RS,19203,57,2,
2021-02-20,S,15651,34,11,
2021-02-20,T,16432,204,9,
2021-02-21,A,7590,39,4,
2021-02-21,B,2283,4,0,
2021-02-21,C,4132,0,0,
2021-02-21,D,14603,111,0,
2021-02-21,E,10477,11,1,
2021-02-21,FN,12255,0,0,
2021-02-21,FS,11333,4,2,
2021-02-21,GN,14925,0,0,
2021-02-21,GS,10966,1,0,
2021-02-21,HE,10469,45,6,
2021-02-21,HW,11395,81,1,
2021-02-21,KE,18908,0,0,
2021-02-21,KW,21181,93,3,
2021-02-21,L,12040,1,6,
2021-02-21,ME,9779,12,4,
2021-02-21,MW,9849,88,6,
2021-02-21,N,15810,79,5,
2021-02-21,PN,19114,1,0,
2021-02-21,PS,12799,141,5,
2021-02-21,RC,22691,71,0,
2021-02-21,RN,9654,13,1,
2021-02-21,RS,19260,18,0,
2021-02-21,S,15699,33,10,
2021-02-21,T,16498,30,0,
2021-02-22,A,7603,38,3,
2021-02-22,B,2287,13,1,
2021-02-22,C,4136,0,0,
2021-02-22,D,14620,93,0,
2021-02-22,E,10502,6,0,
2021-02-22,FN,12284,0,0,
2021-02-22,FS,11346,18,2,
2021-02-22,GN,14954,1,0,
2021-02-22,GS,10996,3,0,
2021-02-22,HE,10487,2,4,
2021-02-22,HW,11447,32,1,
2021-02-22,KE,18946,0,0,
2021-02-22,KW,21238,113,4,
2021-02-22,L,12072,0,5,
2021-02-22,ME,9796,12,4,
2021-02-22,MW,9880,88,4,
2021-02-22,N,15862,47,3,
2021-02-22,PN,19151,1,0,
2021-02-22,PS,12832,16,4,
2021-02-22,RC,22731,139,0,
2021-02-22,RN,9665,9,0,
2021-02-22,RS,19304,0,0,
2021-02-22,S,15712,34,9,
2021-02-22,T,16570,150,7,
2021-02-23,A,7629,38,3,
2021-02-23,B,2291,13,1,
2021-02-23,C,4138,0,0,
2021-02-23,D,14659,93,0,
2021-02-23,E,10517,6,0,
2021-02-23,FN,12308,0,0,
2021-02-23,FS,11359,18,2,
2021-02-23,GN,14980,1,0,
2021-02-23,GS,11011,3,0,
2021-02-23,HE,10500,2,4,
2021-02-23,HW,11474,32,1,
2021-02-23,KE,18970,0,0,
2021-02-23,KW,21292,113,4,
2021-02-23,L,12086,0,5,
2021-02-23,ME,9822,12,4,
2021-02-23,MW,9914,88,4,
2021-02-23,N,15898,47,3,
2021-02-23,PN,19175,1,0,
2021-02-23,PS,12857,16,4,
2021-02-23,RC,22773,139,0,
2021-02-23,RN,9687,9,0,
2021-02-23,RS,19327,0,0,
2021-02-23,S,15742,34,9,
2021-02-23,T,16610,150,7,
2021-02-24,A,7651,0,0,
2021-02-24,B,2296,0,0,
2021-02-24,C,4146,2,0,
2021-02-24,D,14689,5,0,
2021-02-24,E,10542,0,0,
2021-02-24,FN,12355,4,0,
2021-02-24,FS,11379,11,1,
2021-02-24,GN,15011,2,0,
2021-02-24,GS,11042,2,0,
2021-02-24,HE,10527,6,1,
2021-02-24,HW,11523,16,0,
2021-02-24,KE,19048,0,0,
2021-02-24,KW,21383,5,0,
2021-02-24,L,12120,0,2,
2021-02-24,ME,9855,2,0,
2021-02-24,MW,9962,10,0,
2021-02-24,N,15979,4,0,
2021-02-24,PN,19246,4,0,
2021-02-24,PS,12906,11,0,
2021-02-24,RC,22831,2,0,
2021-02-24,RN,9708,4,0,
2021-02-24,RS,19404,1,0,
2021-02-24,S,15800,17,9,
2021-02-24,T,16698,18,0,
2021-02-25,A,7663,0,0,
2021-02-25,B,2304,0,0,
2021-02-25,C,4158,2,0,
2021-02-25,D,14729,4,0,
2021-02-25,E,10575,0,0,
2021-02-25,FN,12415,4,0,
2021-02-25,FS,11396,10,1,
2021-02-25,GN,15051,2,0,
2021-02-25,GS,11073,1,0,
2021-02-25,HE,10567,4,1,
2021-02-25,HW,11572,16,0,
2021-02-25,KE,19114,0,0,
2021-02-25,KW,21467,11,0,
2021-02-25,L,12158,0,2,
2021-02-25,ME,9903,2,0,
2021-02-25,MW,10013,14,0,
2021-02-25,N,16042,4,0,
2021-02-25,PN,19297,5,0,
2021-02-25,PS,12948,1,0,
2021-02-25,RC,22885,2,0,
2021-02-25,RN,9732,4,0,
2021-02-25,RS,19468,0,0,
2021-02-25,S,15864,19,9,
2021-02-25,T,16773,15,0,
2021-02-26,A,7686,0,0,
2021-02-26,B,2310,0,0,
2021-02-26,C,4166,2,0,
2021-02-26,D,14770,3,0,
2021-02-26,E,10596,0,0,
2021-02-26,FN,12452,4,0,
2021-02-26,FS,11424,11,1,
2021-02-26,GN,15095,2,0,
2021-02-26,GS,11092,3,0,
2021-02-26,HE,10601,4,1,
2021-02-26,HW,11631,15,0,
2021-02-26,KE,19188,1,0,
2021-02-26,KW,21567,14,0,
2021-02-26,L,12184,0,2,
2021-02-26,ME,9936,2,0,
2021-02-26,MW,10045,18,0,
2021-02-26,N,16089,5,0,
2021-02-26,PN,19342,6,0,
2021-02-26,PS,12984,1,0,
2021-02-26,RC,22941,3,0,
2021-02-26,RN,9744,4,0,
2021-02-26,RS,19540,1,0,
2021-02-26,S,15909,18,8,
2021-02-26,T,16838,10,0,
2021-02-27,A,7706,1,0,
